ID,Name JA,Name En,Category JA,States Names,ISO Codes,Region,Latitude,Longitude,Main Image,Main Image Caption EN,UNESCO URL
174,フィレンツェ歴史地区,Historic Centre of Florence,文化遺産,Italy,IT,Europe and North America,43.77306,11.25611,https://whc.unesco.org/document/108873,Historic Centre of Florence (Italy),https://whc.unesco.org/en/list/174
175,トスカーナのメディチ家の別荘と庭園,Medici Villas and Gardens in Tuscany,文化遺産,Italy,IT,Europe and North America,43.85777778,11.30416667,https://whc.unesco.org/document/197737,Medici Villas and Gardens in Tuscany (Italy),https://whc.unesco.org/en/list/175
179,タッシリ・ナジェール,Tassili n'Ajjer,複合遺産,Algeria,DZ,Arab States,25.5,9,https://whc.unesco.org/document/108937,Illizi,https://whc.unesco.org/en/list/179
180,国立歴史公園-シタデル、サン・スーシ、ラミエ,"National History Park – Citadel, Sans Souci, Ramiers",文化遺産,Haiti,HT,Latin America and the Caribbean,19.573025,-72.234268,https://whc.unesco.org/document/108939,"National History Park – Citadel, Sans Souci, Ramiers",https://whc.unesco.org/en/list/180
181,タスマニア原生地域,Tasmanian Wilderness,複合遺産,Australia,AU,Asia and the Pacific,-43.11847222,146.2305556,https://whc.unesco.org/document/108947,Tasmanian Wilderness (Australia),https://whc.unesco.org/en/list/181
183,レプティス・マグナの古代遺跡,Archaeological Site of Leptis Magna,文化遺産,Libya,LY,Arab States,32.63833,14.29306,https://whc.unesco.org/document/108957,Archaeological Site of Leptis Magna (Libya),https://whc.unesco.org/en/list/183
184,サブラータの古代遺跡,Archaeological Site of Sabratha,文化遺産,Libya,LY,Arab States,32.80528,12.485,https://whc.unesco.org/document/108983,Archaeological Site of Sabratha (Libya),https://whc.unesco.org/en/list/184
185,アルダブラ環礁,Aldabra Atoll,自然遺産,Seychelles,SC,Africa,-9.416666667,46.41666667,https://whc.unesco.org/document/108985,Aldabra Atoll (Seychelles),https://whc.unesco.org/en/list/185
186,ロード・ハウ諸島,Lord Howe Island Group,自然遺産,Australia,AU,Asia and the Pacific,-31.56555556,159.0883333,https://whc.unesco.org/document/108998,Lord Howe Island,https://whc.unesco.org/en/list/186
187,ヒルデスハイムの聖マリア大聖堂と聖ミカエル教会,St Mary's Cathedral and St Michael's Church at Hildesheim,文化遺産,Germany,DE,Europe and North America,52.15278,9.94389,https://whc.unesco.org/document/109002,St Mary's Cathedral and St Michael's Church at Hildesheim,https://whc.unesco.org/en/list/187
188,ムザブの谷,M'Zab Valley,文化遺産,Algeria,DZ,Arab States,32.48333,3.68333,https://whc.unesco.org/document/109005,M'Zab Valley,https://whc.unesco.org/en/list/188
189,オリンダ歴史地区,Historic Centre of the Town of Olinda,文化遺産,Brazil,BR,Latin America and the Caribbean,-8.013333333,-34.845,https://whc.unesco.org/document/120673,Historic Centre of the Town of Olinda,https://whc.unesco.org/en/list/189
190,クーリナ(キュレネ)の古代遺跡,Archaeological Site of Cyrene,文化遺産,Libya,LY,Arab States,32.825,21.85833,https://whc.unesco.org/document/109021,Archaeological Site of Cyrene (Libya),https://whc.unesco.org/en/list/190
191,ジェミラ,Djémila,文化遺産,Algeria,DZ,Arab States,36.32056,5.73667,https://whc.unesco.org/document/109038,"Situated 900 m above sea-level, Djémila, or Cuicul, with its forum, temples, basilicas, triumphal arches and houses, is an interesting example of Roman town planning adapted to a mountain location.",https://whc.unesco.org/en/list/191
192,シバームの旧城壁都市,Old Walled City of Shibam,文化遺産,Yemen,YE,Arab States,15.92694,48.62667,https://whc.unesco.org/document/109046,Old Walled City of Shibam (Yemen),https://whc.unesco.org/en/list/192
193,ティパサ,Tipasa,文化遺産,Algeria,DZ,Arab States,36.55,2.383333333,https://whc.unesco.org/document/109049,Tipasa (Algeria),https://whc.unesco.org/en/list/193
194,ティムガッド,Timgad,文化遺産,Algeria,DZ,Arab States,35.48416667,6.468861111,https://whc.unesco.org/document/109061,Timgad,https://whc.unesco.org/en/list/194
195,タイ国立公園,Taï National Park,自然遺産,Côte d'Ivoire,CI,Africa,5.648888889,-7.095277778,,,https://whc.unesco.org/en/list/195
196,リオ・プラタノ生物圏保護区,Río Plátano Biosphere Reserve,自然遺産,Honduras,HN,Latin America and the Caribbean,15.74444444,-84.675,https://whc.unesco.org/document/109062,Río Plátano Biosphere Reserve (Honduras),https://whc.unesco.org/en/list/196
198,カホキア墳丘群州立史跡,Cahokia Mounds State Historic Site,文化遺産,United States of America,US,Europe and North America,38.65861111,-90.06138889,https://whc.unesco.org/document/109065,Cahokia Mounds State Historic Site,https://whc.unesco.org/en/list/198
199,セルー・ゲーム・リザーブ,Selous Game Reserve,自然遺産,United Republic of Tanzania,TZ,Africa,-9,37.4,https://whc.unesco.org/document/109066,Selous Game Reserve (United Republic of Tanzania),https://whc.unesco.org/en/list/199
200,聖地アヌラーダプラ,Sacred City of Anuradhapura,文化遺産,Sri Lanka,LK,Asia and the Pacific,8.333333333,80.38333333,https://whc.unesco.org/document/136482,Sacred City of Anuradhapura,https://whc.unesco.org/en/list/200
201,古代都市ポロンナルワ,Ancient City of Polonnaruwa,文化遺産,Sri Lanka,LK,Asia and the Pacific,7.915833333,81.00055556,https://whc.unesco.org/document/109071,Ancient City of Polonnaruwa (Sri Lanka),https://whc.unesco.org/en/list/201
202,古代都市シギリヤ,Ancient City of Sigiriya,文化遺産,Sri Lanka,LK,Asia and the Pacific,7.95,80.75,https://whc.unesco.org/document/109090,Ancient City of Sigiriya (Sri Lanka),https://whc.unesco.org/en/list/202
203,サラン・レ・バンの大製塩所からアルケ-スナンの王立製塩所へ、オープン・パンによる塩の製造,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",文化遺産,France,FR,Europe and North America,46.9375,5.876388889,https://whc.unesco.org/document/109093,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt (France)",https://whc.unesco.org/en/list/203
204,オールド・ハバナとその要塞群,Old Havana and its Fortification System,文化遺産,Cuba,CU,Latin America and the Caribbean,23.13333333,-82.35,https://whc.unesco.org/document/109115,Old Havana and its Fortification System (Cuba),https://whc.unesco.org/en/list/204
205,タラマンカ地方-ラ・アミスター保護区群/ラ・アミスター国立公園,Talamanca Range-La Amistad Reserves / La Amistad National Park,自然遺産,"Panama,Costa Rica","PA, CR",Latin America and the Caribbean,9.407083333,-82.93880556,https://whc.unesco.org/document/109133,"Talamanca Range-La Amistad Reserves / La Amistad National Park (Costa Rica, Panama)",https://whc.unesco.org/en/list/205
206,アゾレス諸島のアングラ・ド・エロイズモの町の中心地区,Central Zone of the Town of Angra do Heroismo in the Azores,文化遺産,Portugal,PT,Europe and North America,38.655,-27.22,https://whc.unesco.org/document/109139,Central Zone of the Town of Angra do Heroismo in the Azores,https://whc.unesco.org/en/list/206
208,バーミヤン渓谷の文化的景観と古代遺跡群,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,文化遺産,Afghanistan,AF,Asia and the Pacific,34.84694,67.82525,https://whc.unesco.org/document/109141,General view of the Bamiyan Valley,https://whc.unesco.org/en/list/208
211,ジャムのミナレットと考古遺跡群,Minaret and Archaeological Remains of Jam,文化遺産,Afghanistan,AF,Asia and the Pacific,34.39641667,64.51588889,https://whc.unesco.org/document/119616,Minaret and Archaeological Remains of Jam,https://whc.unesco.org/en/list/211
216,リラ修道院,Rila Monastery,文化遺産,Bulgaria,BG,Europe and North America,42.133298,23.340187,https://whc.unesco.org/document/109164,Rila Monastery (Bulgaria),https://whc.unesco.org/en/list/216
217,古代都市ネセバル,Ancient City of Nessebar,文化遺産,Bulgaria,BG,Europe and North America,42.65911111,27.73602778,https://whc.unesco.org/document/122573,Ancient City of Nessebar (Bulgaria),https://whc.unesco.org/en/list/217
219,スレバルナ自然保護区,Srebarna Nature Reserve,自然遺産,Bulgaria,BG,Europe and North America,44.11444,27.07806,https://whc.unesco.org/document/109168,Srebarna Nature Reserve (Bulgaria),https://whc.unesco.org/en/list/219
225,ピリン国立公園,Pirin National Park,自然遺産,Bulgaria,BG,Europe and North America,41.74272222,23.43047222,https://whc.unesco.org/document/125520,Pirin National Park,https://whc.unesco.org/en/list/225
227,コモエ国立公園,Comoé National Park,自然遺産,Côte d'Ivoire,CI,Africa,9,-4,,,https://whc.unesco.org/en/list/227
228,アヴィニョン歴史地区:法王庁宮殿、司教関連建造物群及びアヴィニョン橋,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",文化遺産,France,FR,Europe and North America,43.95277778,4.806111111,https://whc.unesco.org/document/222657,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",https://whc.unesco.org/en/list/228
229,ナンシーのスタニスラス広場、カリエール広場及びアリアンス広場,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",文化遺産,France,FR,Europe and North America,48.69361111,6.183333333,https://whc.unesco.org/document/109191,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy (France)",https://whc.unesco.org/en/list/229
230,サン-サヴァン・シュール・ガルタンプの修道院教会,Abbey Church of Saint-Savin sur Gartempe,文化遺産,France,FR,Europe and North America,46.56472,0.86611,https://whc.unesco.org/document/109205,Abbey Church of Saint-Savin sur Gartempe (France),https://whc.unesco.org/en/list/230
231,レッド・フォートの建造物群,Red Fort Complex,文化遺産,India,IN,Asia and the Pacific,28.65555556,77.24083333,https://whc.unesco.org/document/109222,"Diwan-i-Amm the buit, view of red sand stone colonnades.",https://whc.unesco.org/en/list/231
232,デリーのフマユーン廟,"Humayun's Tomb, Delhi",文化遺産,India,IN,Asia and the Pacific,28.59333,77.25056,https://whc.unesco.org/document/109239,"Humayun's Tomb, Delhi (India)",https://whc.unesco.org/en/list/232
233,デリーのクトゥブ・ミナールとその建造物群,"Qutb Minar and its Monuments, Delhi",文化遺産,India,IN,Asia and the Pacific,28.52583,77.18528,https://whc.unesco.org/document/109250,"Qutb Minar and its Monuments, Delhi (India)",https://whc.unesco.org/en/list/233
234,ゴアの教会群と修道院群,Churches and Convents of Goa,文化遺産,India,IN,Asia and the Pacific,15.50222,73.91167,https://whc.unesco.org/document/109264,Churches and Convents of Goa (India),https://whc.unesco.org/en/list/234
239,パッタダカルの建造物群,Group of Monuments at Pattadakal,文化遺産,India,IN,Asia and the Pacific,15.94833,75.81667,https://whc.unesco.org/document/109281,Group of Monuments at Pattadakal,https://whc.unesco.org/en/list/239
240,カジュラーホの建造物群,Khajuraho Group of Monuments,文化遺産,India,IN,Asia and the Pacific,24.85222,79.92222,https://whc.unesco.org/document/118910,Khajuraho Group of Monuments,https://whc.unesco.org/en/list/240
241,ハンピの建造物群,Group of Monuments at Hampi,文化遺産,India,IN,Asia and the Pacific,15.31444,76.47167,https://whc.unesco.org/document/109283,Group of Monuments at Hampi (India),https://whc.unesco.org/en/list/241
242,アジャンター石窟群,Ajanta Caves,文化遺産,India,IN,Asia and the Pacific,20.553111,75.70025,https://whc.unesco.org/document/109368,Ajanta Caves (India),https://whc.unesco.org/en/list/242
243,エローラ石窟群,Ellora Caves,文化遺産,India,IN,Asia and the Pacific,20.02639,75.17917,https://whc.unesco.org/document/109377,Ellora Caves (India),https://whc.unesco.org/en/list/243
244,エレファンタ石窟群,Elephanta Caves,文化遺産,India,IN,Asia and the Pacific,18.96667,72.93583,https://whc.unesco.org/document/109390,Elephanta Caves,https://whc.unesco.org/en/list/244
246,コナーラクの太陽神寺院,"Sun Temple, Konârak",文化遺産,India,IN,Asia and the Pacific,19.8875,86.09472,https://whc.unesco.org/document/125151,"Sun Temple, Konârak",https://whc.unesco.org/en/list/246
247,ラジャスタンの丘陵砦群,Hill Forts of Rajasthan,文化遺産,India,IN,Asia and the Pacific,24.88333333,74.64611111,https://whc.unesco.org/document/123515,Hill Forts of Rajasthan,https://whc.unesco.org/en/list/247
249,マハーバリプラムの建造物群,Group of Monuments at Mahabalipuram,文化遺産,India,IN,Asia and the Pacific,12.61667,80.19167,https://whc.unesco.org/document/109394,Group of Monuments at Mahabalipuram,https://whc.unesco.org/en/list/249
250,大チョーラ朝寺院群,Great Living Chola Temples,文化遺産,India,IN,Asia and the Pacific,10.78305556,79.1325,,,https://whc.unesco.org/en/list/250
251,アーグラ城塞,Agra Fort,文化遺産,India,IN,Asia and the Pacific,27.179806,78.021528,https://whc.unesco.org/document/116895,Agra Fort (India),https://whc.unesco.org/en/list/251
252,タージ・マハル,Taj Mahal,文化遺産,India,IN,Asia and the Pacific,27.17417,78.04222,https://whc.unesco.org/document/109419,Taj Mahal,https://whc.unesco.org/en/list/252
255,ファテープル・シークリー,Fatehpur Sikri,文化遺産,India,IN,Asia and the Pacific,27.097528,77.6665,https://whc.unesco.org/document/109424,"Diwan-i-Khas, Hall of private Audience of the Emperor Akbar, Fatehpur Sikri, Uttar Pradesh, India, UNESCO World Heritage Site
Diwan-i-Khas, Hall des audiences privées de l’Empereur Akbar, Fatehpur Sikri, Uttar Pradesh, Inde, Site du Patrimoine Mondial de l’UNESCO 
Diwan-i-Khas, Die private Audienzhalle, Fatehpur Sikri, Uttar Pradesh, Indien, Welterbe der UNESCO",https://whc.unesco.org/en/list/255
256,ウッド・バッファロー国立公園,Wood Buffalo National Park,自然遺産,Canada,CA,Europe and North America,59.35833333,-112.2933333,https://whc.unesco.org/document/133729,Wood Buffalo National Park,https://whc.unesco.org/en/list/256
258,ポルト湾:ピアナのカランケ、ジロラッタ湾、スカンドラ保護区,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",自然遺産,France,FR,Europe and North America,42.32519444,8.628833333,https://whc.unesco.org/document/109454,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve (France)",https://whc.unesco.org/en/list/258
259,グレート・スモーキー山脈国立公園,Great Smoky Mountains National Park,自然遺産,United States of America,US,Europe and North America,35.59305556,-83.43555556,https://whc.unesco.org/document/109490,Great Smoky Mountains National Park,https://whc.unesco.org/en/list/259
260,サンガイ国立公園,Sangay National Park,自然遺産,Ecuador,EC,Latin America and the Caribbean,-1.83333,-78.33333,https://whc.unesco.org/document/109496,Sangay National Park,https://whc.unesco.org/en/list/260
